"comparison","objectA","objectB","selected_at","completed","selected_object","judgement_time","task_diff","task_diff_duration","comparative_feedback","feedback_duration","total_duration","assessorR"
438,"E10","K25","4/09/2015 13:48",1,"E10",12,2,"3","A heeft een meer originele keuze van afbeeldingen en tekeningen, B is vrij letterlijk gereproduceerd",27,42,"assessor11"
439,"A14","4316da0280389031ec4fde76dcb58b10","4/09/2015 13:49",1,"A14",10,2,"2","A is meer origineel qua vormgeving en meer geabstraheerd: de compositie van kleurvlakken is uitgekiend, de voorstelling en het concept van B zijn wel origineel ook in relatie tot het thema",32,44,"assessor11"
440,"K22","3649ba8db06d94c8b79911d940ba289c","4/09/2015 13:49",1,"3649ba8db06d94c8b79911d940ba289c",17,3,"2","B is meer origineel qua manier van visualiseren: je ziet een persoonlijk handschrift en de compositie is weloverwogen ondanks de hoeveelheid losse elementen. De originaliteit van de afzonderlijke beelden is overwegend hoog: het laat beeldend brainstormen zien. ",69,88,"assessor11"
441,"1a044b43ab4eca593fa07c0b69e55cc3","K19","4/09/2015 13:51",1,"1a044b43ab4eca593fa07c0b69e55cc3",2,1,"2","A heeft een originele visualisatie van Technobodies en sensorium gemaakt: vierkante bellen, kleuren een foto van een zelfgemaakte collage - dit is origineler dan B die meer ingekleurd heeft. ",50,54,"assessor11"
442,"D14","J5","4/09/2015 13:52",1,"D14",8,4,"3","A heeft originele combinaties van perspectieven (bovenaanzicht, zijaanzicht) en een uitgebalanceerde compositie: het geheel is geabstraheerd op een originele manier door lijnen en plasticiteit met elkaar te combineren. ",52,63,"assessor11"
443,"J5","E5","4/09/2015 13:53",1,"J5",3,1,"3","A heeft een eigen stijl gekozen in de vormgeving: de vervaagde lijnen en kleuren evenals de ronde vormen laten een persoonlijk accent zien dat origineler is dan de kinderlijke stijl van B. ",41,47,"assessor11"
444,"ce5eb73aac1ac0832ad9ec9adedb38da","9125eb25d10dcb5fb57dfbdb59a1b74b","4/09/2015 13:54",1,"9125eb25d10dcb5fb57dfbdb59a1b74b",4,5,"6","Beide zijn erg origineel. B is net iets origineler qua vormgeving en compositie, A is erg origineel qua voorstelling en kleur, dus lastig kiezen maar overall B toch origineler. ",34,44,"assessor11"
445,"59bbe0f37957c04823cce57361bc26ba","K27","4/09/2015 13:54",1,"59bbe0f37957c04823cce57361bc26ba",11,2,"3","A legt een directer en duidelijker verband met het thema, is daarin ook origineel qua vorm, lijn en voorstelling. De combinatie van vormen, lijnen en afbeeldingen is origineel: zoals links onder - lijnen/vlakken contrasten in silhouet",48,62,"assessor11"
446,"4467eca119993cc6d6059a5d725aa6c4","da10dd2f875c94b2f976147315a321cd","4/09/2015 13:55",1,"4467eca119993cc6d6059a5d725aa6c4",4,1,"2","De combinatie van beelden op het vlak legt originele verbanden tussen heel uiteenlopende contexten: het geheel is door deze verbinding verrassend (gekozen?) ",44,50,"assessor11"
447,"K20","C7","4/09/2015 13:56",1,"K20",8,3,"3","In A zie je meer onderzoek naar vormgeving, daarbij is een meer originele compositie gemaakt",NA,NA,"assessor11"
448,"e07e3b29c3f3ed23ea6d2d7db0e65cf8","d6fba3cf86ddfa7a43b68ae7ee134b2a","4/09/2015 13:57",1,"d6fba3cf86ddfa7a43b68ae7ee134b2a",7,2,"1","B heeft een meer verrassende en originele combinatie van voorstelling, contrast, kleur en compositie",22,30,"assessor11"
449,"K24","E6","4/09/2015 13:57",1,"E6",5,7,"6","A is origineler qua voorstelling (in relatie tot het thema)",NA,NA,"assessor11"
450,"3e214041981e81f9fd99ca069cf98325","C14","4/09/2015 13:59",1,"3e214041981e81f9fd99ca069cf98325",20,6,"3","B is origineler qua 'beeldtaal' maar A legt sterkere verbanden met het thema. Daarnaast is A ook origineel qua verbinding tussen figuratie en abstractie",NA,NA,"assessor11"
451,"F18","B8","4/09/2015 14:00",1,"F18",8,2,"3","B is erg clichematig, A is meer verrassend",10,21,"assessor11"
452,"A14","H4","4/09/2015 14:00",1,"A14",16,5,"3","A is origineler qua kleur, vorm, compositie en meer gestileerd (minder cliche matig dan B)",22,41,"assessor11"
453,"ca4b73cfbaf430ee72a8faf80734c750","D12","4/09/2015 14:01",1,"ca4b73cfbaf430ee72a8faf80734c750",3,3,"2","A heeft een originele combinatie tussen menselijke silhouetten - grafische lijnen - en de handgeschreven teksten: door de transparantie en overlapping ontstaat een origineel beeld. B is meer een kleurenstudie, wat willekeurig qua vorm. ",54,59,"assessor11"
454,"E27","H16","4/09/2015 14:02",1,"E27",13,4,"2","A combineert twee dezelfde voorstellingen uit hele verschillende contexten",NA,NA,"assessor11"
455,"F2","54938ca135f9858cfb0c2a965718392e","4/09/2015 14:03",1,"54938ca135f9858cfb0c2a965718392e",14,3,"2","B laat een combinatie van verschillende soorten werelden en beelden zien die met het thema samenhangen. Het geheel is origineel qua verbinding in kleur/contrast",37,53,"assessor11"
456,"ce5eb73aac1ac0832ad9ec9adedb38da","K19","4/09/2015 14:04",1,"ce5eb73aac1ac0832ad9ec9adedb38da",2,4,"4","A heeft met fotografie geëxperimenteerd en de voorstelling die dit oplevert is origineler dan B. A heeft meer oog voor kleurcontrast en compositie dan B. ",38,44,"assessor11"
457,"ea230cb808b6557485b8dc7db1a0a86a","A16","4/09/2015 14:05",1,"ea230cb808b6557485b8dc7db1a0a86a",13,6,"3","A heeft meer eigen toevoegingen gedaan en de verbinding tussen het thema en A is groter dan bij B, de originaliteit van beide beelden zit in de texturen en in de verrassende - minder voor de hand liggende - contexten/werelden. ",42,58,"assessor11"
458,"F3","I11","4/09/2015 14:06",1,"F3",13,2,"7","A heeft een voorstelling (foto) die origineler is: het is onduidelijk of het nu een positief beeld of foto-negatief is. Daarnaast is de relatie met het thema van het beeld duidelijker. ",50,70,"assessor11"
459,"d7f573c9a18444c1b18c4e62e4b5f9f6","K22","4/09/2015 14:07",1,"K22",9,5,"5","Beide zijn niet heel origineel, B laat meer aandacht voor vormgeving, kleur en compositie zien (naast de voorstelling), B is willekeuriger ",26,40,"assessor11"
460,"F9","G1","4/09/2015 14:07",1,"G1",9,3,"3","B heeft een originelere compositie dan A, met de vlakverdeling linksboven en rechtsonder. A heeft wel een originele manier van vormgeven van de kaders. ",56,68,"assessor11"
461,"K2","H12","4/09/2015 14:08",1,"H12",2,1,"3","B heeft een originele voorstelling, compositie, combinatie van texturen en onverwachte verbindingen zoals die van de maan met de andere afbeelding (bloem? vloeistof?)",37,42,"assessor11"
462,"A16","786709f6b21b9f098a1c6cbea7fdac08","4/09/2015 14:09",1,"786709f6b21b9f098a1c6cbea7fdac08",5,3,"2","B is meer technobodies en sensorium: het is een eigen, originele vorm die hier gemaakt is, met aandacht voor detaillering. ",26,33,"assessor11"
463,"F16","C7","4/09/2015 14:10",1,"F16",4,3,"2","A laat een originelere vormgeving zien, door het effect van voor- en achtergrond: figuur en schaduw. B is wat meer een gebruikelijke vorm van een silhouet. ",33,39,"assessor11"
464,"I3","K10","4/09/2015 14:10",1,"I3",3,2,"2","A laat een meer verrassende combinatie van vorm, kleur, compositie en voorstelling zien. B is zo abstract dat het willekeurig lijkt. ",30,35,"assessor11"
465,"cdfa1effe52bc3c01fde3e290f57085b","A12","4/09/2015 14:11",1,"cdfa1effe52bc3c01fde3e290f57085b",2,1,"2","A is een persoonlijke wijze van stileren in vorm, kleur, materiaal, compositie - van het thema Technobodies en Sensorium. B is origineel qua compositie en detaillering, A is als totaalbeeld origineler",40,44,"assessor11"
466,"I19","I10","4/09/2015 14:12",1,"I10",4,3,"2","B is complexer, en heeft meer verbindingen met het thema: je ziet qua voorstelling een soort gestileerde muziekinstrumenten en muziektekens. ",28,34,"assessor11"
467,"E4","5424045be2c80e896ef02f09bf8808d7","4/09/2015 14:12",1,"5424045be2c80e896ef02f09bf8808d7",4,1,"2","B is origineler door de transparante en gelaagde achtergrond: die conflicteert met de afbeeldingen en teksten maar dat levert een origineler totaalbeeld op dan A",36,42,"assessor11"
468,"201ff93bed1856e467a73afca839da06","5d8bc2a5aaf9041890e730414a34b0af","4/09/2015 14:13",1,"5d8bc2a5aaf9041890e730414a34b0af",1,1,"3","B laat een meer persoonlijke expressie zien (origineler) qua lijn, kleur, compositie. A is origineler qua voorstelling. ",26,30,"assessor11"
469,"E29","3e214041981e81f9fd99ca069cf98325","4/09/2015 14:14",1,"3e214041981e81f9fd99ca069cf98325",7,1,"3","B is meer experimenteel en laat een groter originaliteit zien in de combinatie van materialen, voorstelling, kleuren, compositie. ",46,56,"assessor11"
470,"K27","1a044b43ab4eca593fa07c0b69e55cc3","4/09/2015 14:15",1,"1a044b43ab4eca593fa07c0b69e55cc3",2,1,"2","B laat een eigen foto van een collage zien waarin een origineel beeld gemaakt is (voorstelling) vierkante, gekleurde bellen. B is origineler qua compositie, kleur en voorstelling-abstrahering. ",37,41,"assessor11"
471,"4e97803b18e84a03636d0ea4459a0809","B8","4/09/2015 14:15",1,"4e97803b18e84a03636d0ea4459a0809",3,2,"2","B is clichematig, A laat verschillende soorten werelden zien. De originaliteit ontstaat door de combinatie van contexten, sferen en kleuren waarin toch een eenheid is ontstaan. ",46,51,"assessor11"
472,"G5","H19","4/09/2015 14:16",1,"G5",5,1,"2","B is technisch vaardig maar cliche matig qua voorstelling. De vormgeving is ook niet heel origineel: manga-achtige tekenstijl. A is minder technisch vaardig maar qua voorstelling en vormgeving origineler en meer experimenteel ",56,63,"assessor11"
473,"E20","F13","4/09/2015 14:17",1,"F13",4,3,"2","B heeft een originele visualisatie van dans/film en beweging gemaakt: de kronkelige lijnen als verbeelding van beweging is origineel",33,39,"assessor11"
474,"B6","K26","4/09/2015 14:18",1,"K26",9,2,"2","B is origineler vormgegeven door weloverwogen met lijn, vlak, compositie en samenhang te werken. De rechterbladzijde van B is origineel qua verbinding tussen patronen in de versiering (tatoeage ) en onderliggende patroon van spieren? ",71,82,"assessor11"
475,"F7","C14","4/09/2015 14:19",1,"C14",7,6,"3","Beide zijn origineel, B is net iets origineler qua verbeelding van het thema in geabstraheerde figuren: er zit een persoonlijke stilering in deze vormgeving, het is net niet helemaal strak/perfect, qua voorstelling lijkt het naar computergames te verwijzen - passend bij het thema. ",57,67,"assessor11"
476,"0410ebd8e853f8b3f21bf103193dabb2","J7","4/09/2015 14:21",1,"0410ebd8e853f8b3f21bf103193dabb2",13,4,"2","A laat een meer verrassende combinatie van contexten zien en een combinatie van patronen (kleuren en lijnen en patronen van de QR codes)",39,54,"assessor11"
477,"A18","H4","4/09/2015 14:21",1,"H4",11,2,"2","A is origineler qua voorstelling",NA,NA,"assessor11"
478,"K22","B6","4/09/2015 14:22",1,"B6",2,2,"2","B heeft een meer originele combinatie van voorstelling en vormgeving bij elkaar gebracht. ",16,20,"assessor11"
479,"3649ba8db06d94c8b79911d940ba289c","G1","4/09/2015 14:23",1,"3649ba8db06d94c8b79911d940ba289c",3,2,"2","Beide zijn niet heel erg origineel, maar A is origineler vanwege de combinatie van niet- voor de hand liggende voorstellingen. Er zitten naast cliché beelden ook wel originele en minder voor de hand liggende beelden in. ",42,47,"assessor11"
480,"e6a2aa6b4f60dcdfcc0ab434c9db7457","I18","4/09/2015 14:24",1,"e6a2aa6b4f60dcdfcc0ab434c9db7457",14,4,"4","B is meer persoonlijk qua stilering, maar met minder variatie en minder complexiteit. In A zitten allerlei verrassende elementen die samengevoegd zijn: kleurcontrasten",NA,NA,"assessor11"
481,"I10","A13","4/09/2015 14:47",1,"A13",38,7,"3","Beide zijn eigenlijk even origineel, B is net iets origineler misschien. Ik twijfel",17,58,"assessor11"
482,"E24","G10","4/09/2015 14:48",1,"G10",10,2,"3","B is qua materialen origineler, maar qua vormgeving wat cliche matig",21,34,"assessor11"
483,"D5","A9","4/09/2015 14:49",1,"D5",14,3,"3","B is conceptueel origineler",NA,NA,"assessor11"
484,"J15","C19","4/09/2015 14:49",1,"C19",8,4,"3","Beide afbeeldingen zijn experimenteel: het zijn studies, B is iets origineler vanwege het zoeken naar de kleurverhoudingen in relatie tot sensorium (opdracht)",41,52,"assessor11"
485,"E30","da10dd2f875c94b2f976147315a321cd","4/09/2015 14:50",1,"da10dd2f875c94b2f976147315a321cd",9,5,"3","B laat een meer complexe. verrassende vorm/voorstelling combinatie zien. In beide afbeeldingen zie je abstrahering en stilering, in B zit daarin net een iets grotere eigen inbreng. ",50,62,"assessor11"
486,"E1","4316da0280389031ec4fde76dcb58b10","4/09/2015 14:51",1,"E1",3,1,"2","A is origineel in veel opzichten: het zit vooral in de combinaties/gelaagdheid. ",13,18,"assessor11"
487,"5eee9f0e60b7c6c9717def7892237bb6","5424045be2c80e896ef02f09bf8808d7","4/09/2015 14:51",1,"5424045be2c80e896ef02f09bf8808d7",7,4,"2","A is technisch vaardig, B is visueel origineler vanwege de transparantie die interfereert met de teksten en beelden die erop gemaakt zijn. B is minder origineel qua voorstelling. ",60,69,"assessor11"
488,"I8","E22","4/09/2015 14:53",1,"I8",18,4,"3","A gebruikt typografie, lettergrootte als beeld, dat doet B minder. B maakt kleine schetsjes maar die zijn erg kinderlijk van karakter. Abstrahering is meer schematisering in B. ",44,65,"assessor11"
489,"E5","K22","4/09/2015 14:54",1,"E5",6,3,"3","Beide zijn niet heel erg origineel. A heeft iets meer eigen inbreng, maar het is niet heel erg origineel dus. ",18,27,"assessor11"
490,"A9","H10","4/09/2015 14:54",1,"H10",11,3,"2","A is conceptueel origineler - ook qua voorstellingsvermogen B is origineler qua verbeelding in lijn, stilering, compositie en vormgeving. ",54,67,"assessor11"
491,"C19","F18","4/09/2015 14:55",1,"F18",2,2,"3","A is meer een kleurstudie",NA,NA,"assessor11"
492,"d1fe7291ff309bfc52980e0f00714df3","I8","4/09/2015 14:56",1,"d1fe7291ff309bfc52980e0f00714df3",5,3,"3","A heeft meer eigen persoonlijke inbreng dan B, A heeft een diepte-suggestie (laag achter laag) waardoor een beeldend interessant en origineel effect ontstaat. ",32,40,"assessor11"
493,"J15","H17","4/09/2015 14:56",1,"H17",5,1,"2","B is afwisselend gedetailleerd en heel schematisch (poppetjes als massa), dat is een originele combinatie. B is dichterbij het thema gebleven, bij A zie je het verband met het thema niet. ",61,68,"assessor11"
494,"A9","G1","4/09/2015 14:58",1,"A9",9,7,"5","B is vaardiger qua compositie en kleur",NA,NA,"assessor11"
495,"I12b","F2","4/09/2015 14:58",1,"F2",8,1,"2","A voegt niets toe, neemt een afbeelding letterlijk over. B maakt een combinatie van vorm/kleur, contrasten en vooral de tekeningen zijn origineel (wel heel schematisch). ",50,60,"assessor11"
496,"D12","C18","4/09/2015 14:59",1,"C18",3,2,"2","A ziet er mooi en kleurrijk uit, maar is toch heel willekeurig als studie B ziet er als een ontwerp uit waarin kleur, vorm, lijn etc. uitgebalanceerd zijn, daarnaast is de verbinding met technobodies en sensorium minder voor de hand liggend (en dus origineel)",53,58,"assessor11"
497,"E4","I3","4/09/2015 15:00",1,"I3",4,3,"3","B laat meer originaliteit in beeldende vormgeving zien door onverwachte combinaties, kleuren, sferen etc. die goed gerelateerd zijn aan het thema. ",30,37,"assessor11"
498,"F13","A9","4/09/2015 15:01",1,"F13",9,7,"4","Beide zijn origineel, B is iets meer tegendraads, A is origineler qua vormgeving, door de gekronkelde lijnen, de combinatie met vrije wil en beweging ",35,48,"assessor11"
499,"59bbe0f37957c04823cce57361bc26ba","A7","4/09/2015 15:02",1,"59bbe0f37957c04823cce57361bc26ba",11,3,"2","A heeft een originelere combinatie van beelden/voorstellingen en vormgeving (hoekige lijnen en contrasten) B bevat veel erg clichématige afbeeldingen ",31,44,"assessor11"
500,"E28","0ff122df35e6ed7d06b637d474d7eb49","4/09/2015 15:03",1,"0ff122df35e6ed7d06b637d474d7eb49",2,1,"3","B is origineel qua ruimte/oppervlakte suggestie",NA,NA,"assessor11"
501,"J9","I3","4/09/2015 15:04",1,"I3",14,6,"2","B is meer te relateren aan technobodies en sensorium, maar mogelijk zit dat in A ook (al is het daarin voor mij meer verborgen). B is een originelere combinatie van kleuren, vormen, sferen, werelden. ",38,54,"assessor11"
502,"K2","F5","4/09/2015 15:04",1,"F5",8,1,"1","A is een groot cliche al is de lijnvoering wel interessant. B is origineler qua beeld juist vanwege de vreemde compositie waarin vormen op een vreemde manier afgesneden zijn en op een onverwachte plek geplaatst zijn. ",58,67,"assessor11"
503,"K26","E10","4/09/2015 15:05",1,"K26",6,4,"4","A (rechterbeeld) is origineler qua patroon, er lijkt een combinatie te zijn gemaakt met patronen van tatoeages en onderliggende spieren - dat is origineel bedacht. ",34,44,"assessor11"
504,"K21","A9","4/09/2015 15:06",1,"A9",5,4,"3","A is een verzameling stills van youtube filmpjes. B is meer tegendraads: een sticker van een t-shirt als beeld gebruiken is origineel. ",34,42,"assessor11"
505,"K26","J11","4/09/2015 15:07",1,"K26",11,6,"3","Beide beelden zijn origineel",NA,NA,"assessor11"
506,"F3","F4","4/09/2015 15:08",1,"F3",10,6,"3","A is origineler qua foto: de foto is onduidelijk of het nu een positief beeld of een foto-negatief is. B is toch iets meer voor de hand liggend qua beelden",30,43,"assessor11"
507,"C14","E20","4/09/2015 15:09",1,"C14",4,2,"3","A is origineler als visualisatie van technobodies en sensorium: het beeld is doelgerichter, origineler qua vorm/contrast/lijn/compositie dan B",32,39,"assessor11"
508,"0ff122df35e6ed7d06b637d474d7eb49","4e97803b18e84a03636d0ea4459a0809","4/09/2015 15:10",1,"0ff122df35e6ed7d06b637d474d7eb49",2,1,"2","A is verrassender van compositie, kleur, contrast, textuur en het effect van ruimtelijk/vlak. ",20,24,"assessor11"
509,"K19","F18","4/09/2015 15:10",1,"F18",2,1,"2","B is origineler wat betreft de combinatie van interfererende lijnen op de achtergrond en tekst op de voorgrond en de niet mooie compositie: de compositie is wel enigszins in balans, maar toch ook weer wringend",79,83,"assessor11"
510,"cdfa1effe52bc3c01fde3e290f57085b","K20","4/09/2015 15:11",1,"cdfa1effe52bc3c01fde3e290f57085b",2,1,"1","A is veel origineler van vorm, kleur, compositie etc. in relatie tot het thema. Persoonlijke expressie en stilering. Abstrahering. ",24,27,"assessor11"
511,"786709f6b21b9f098a1c6cbea7fdac08","E24","4/09/2015 15:12",1,"786709f6b21b9f098a1c6cbea7fdac08",2,1,"2","A is een veel originelere vormgeving, zeker in relatie tot het thema. ",17,21,"assessor11"
512,"E11","59bbe0f37957c04823cce57361bc26ba","4/09/2015 15:12",1,"59bbe0f37957c04823cce57361bc26ba",6,4,"2","B is origineler qua voorstelling/hoekige lijnen en contrasten, een meer originele compositie en meer verbanden met het thema. ",55,63,"assessor11"
513,"K21","F15","4/09/2015 15:19",1,"F15",3,1,"4","B is qua experiment en effect en beeld veel origineler dan A",16,23,"assessor11"
514,"e07e3b29c3f3ed23ea6d2d7db0e65cf8","K19","4/09/2015 15:19",1,"e07e3b29c3f3ed23ea6d2d7db0e65cf8",6,4,"3","A is naïef qua stijl, maar qua combinatie van vormen origineler denk ik.",28,37,"assessor11"
515,"A12","d7f573c9a18444c1b18c4e62e4b5f9f6","4/09/2015 15:20",1,"A12",2,1,"1","A is veel origineler qua vorm/voorstelling vanwege de grens tussen figuratief en abstract. Ook is er oog voor detaillering (dikke en dunne lijnen van de cirkels. Relatie met sensorium is bij beide wel te leggen, bij A  is het origineler qua voorstelling. ",63,66,"assessor11"
516,"201ff93bed1856e467a73afca839da06","I18","4/09/2015 15:21",1,"I18",4,4,"5","B is technisch vaardiger getekend, A is origineler qua combinatie van vorm en materiaal",NA,NA,"assessor11"
517,"f55ee19306d07ae1f8a3a61c6053dd65","59bbe0f37957c04823cce57361bc26ba","4/09/2015 15:22",1,"59bbe0f37957c04823cce57361bc26ba",21,7,"5","Beide zijn ongeveer even origineel, B is qua vorm/lijn/compositie net iets origineler. A is iets origineler qua combinatie van contexten. ",35,61,"assessor11"
518,"H17","A6","6/09/2015 17:56",1,"H17",9,2,"1","A heeft meer eigen inbreng is minder stereotiep",19,29,"assessor11"
